id,customer_account,customer_name,standard_customer,deduction_reference,invoice_number,deduction_date,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,bol,pod_status,invalid_amount,valid_amount
9110886677,1001000147,Mckesson,Mckesson,1401125795,9110886677,3/7/2023,6844.96,OSD,,,,,,,
9111298497,1001000147,Mckesson,Mckesson,1401168376,9111298497,6/16/2023,6678,OSD,,,,,,,
9110940504,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401129043,9110940504,3/15/2023,6498.56,OSD,,,,,,,
9111401125,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401181630,9111401125,7/20/2023,6073.37,OSD,,,,,,,
9110914265,1001000147,Mckesson,Mckesson,1401128808,9110914265,3/14/2023,5528.64,OSD,,,,,,,
9110851772,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9110851772,9110851772,4/13/2023,5400,OSD,,,,,,,
9110770749,1001000147,Mckesson,Mckesson,1401115476,9110770749,2/10/2023,5040,OSD,,,,,,,
9111236567,1001000147,Mckesson,Mckesson,1401162833,9111236567,6/2/2023,4410,OSD,,,,,,,
9111014984,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111014984,9111014984,4/4/2023,4201.2,OSD,,,,,,,
9111315350,1001000146,HENRY SCHEIN INC,HENRY SCHEIN INC,1401167927,9111315350,6/15/2023,4114,OSD,,,,,,,
9110677622,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401101406,9110677622,1/9/2023,3716.5,OSD,,,,,,,
9111468359,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401184760,9111468359,7/27/2023,3590.49,OSD,,,,,,,
9110809499,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,1401178290,9110809499,7/12/2023,3440,OSD,,,,,,,
9111172826,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111172826,9111172826,7/18/2023,3360.75,OSD,,,,,,,
9111332117,1001000147,Mckesson,Mckesson,1401172117,9111332117,6/26/2023,3339,OSD,,,,,,,
9110006336,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9110006336,9110006336,7/7/2023,3297.6,OSD,,,,,,,
9110710207,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401111501,9110710207,2/1/2023,3268.06,OSD,,,,,,,
9111337432,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401178320,9111337432,7/12/2023,3164.24,OSD,,,,,,,
9110980101,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401123647,9110980101,3/24/2023,3072.79,OSD,,,,,,,
9110833241,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401118430,9110833241,2/17/2023,3038.38,OSD,,,,,,,
9111254527,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401160879,9111254527,5/30/2023,3004.66,OSD,,,,,,,
9111315345,1001000146,HENRY SCHEIN INC,HENRY SCHEIN INC,1401166579,9111315345,6/12/2023,2992,OSD,,,,,,,
9111135787,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401152958,9111135787,5/10/2023,2925.02,OSD,,,,,,,
9111160990,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111160990,9111160990,6/20/2023,2882.25,OSD,,,,,,,
9111160991,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111160991,9111160991,6/20/2023,2160,OSD,,,,,,,
9111023922,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401175701,9111023922,7/6/2023,2038.41,OSD,,,,,,,
9111075990,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401142768,9111075990,4/17/2023,1858.25,OSD,,,,,,,
9111155282,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401150372,9111155282,5/4/2023,1858.25,OSD,,,,,,,
9111215977,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401157882,9111215977,5/22/2023,1709.78,OSD,,,,,,,
9111241862,1001000147,Mckesson,Mckesson,1401162833,9111241862,6/2/2023,1486.72,OSD,,,,,,,
9110630108,1001000147,Mckesson,Mckesson,1401100379,9110630108,1/4/2023,1378.8,OSD,,,,,,,
9110630109,1001000147,Mckesson,Mckesson,1401100379,9110630109,1/4/2023,1378.8,OSD,,,,,,,
9111424111,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401179670,9111424111,7/17/2023,1313.16,OSD,,,,,,,
9111180901,1001000147,Mckesson,Mckesson,1401155399,9111180901,5/16/2023,1260,OSD,,,,,,,
9111069238,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401146899,9111069238,4/26/2023,1238.83,OSD,,,,,,,
9111117470,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111117470,9111117470,5/30/2023,1200,OSD,,,,,,,
9110637194,1001000147,Mckesson,Mckesson,1401141026,9110637194,4/11/2023,1034.1,OSD,,,,,,,
9111424438,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401179670,9111424438,7/17/2023,1019.05,OSD,,,,,,,
9111723040,1001000147,Mckesson,Mckesson,1401216306,9111723040,10/13/2023,5342.4,OSD,,,,,,,
9111576496,1001000147,Mckesson,Mckesson,9111576496,9111576496,9/1/2023,4307.79,OSD,,,,,,,
9112005397,1001000144,Mckesson,Mckesson,1401236306,9112005397,12/4/2023,3420,OSD,,,,,,,
9112150911,1001000144,Mckesson,Mckesson,1401250414,9112150911,1/11/2024,3381.4,OSD,,,,,,,
9112156325,1001000144,Mckesson,Mckesson,1401251507,9112156325,1/16/2024,3355.32,OSD,,,,,,,
9111576496,1001000147,Mckesson,Mckesson,1401238657,9111576496,12/8/2023,3317.94,OSD,,,,,,,
9112008151,1001000144,Mckesson,Mckesson,1401236306,9112008151,12/4/2023,3300,OSD,,,,,,,
9112037565,1001000144,Mckesson,Mckesson,1401239184,9112037565,12/11/2023,3135,OSD,,,,,,,
9111195763,1001000147,Mckesson,Mckesson,1600574760,9111195763,8/14/2023,2976.96,OSD,,,,,,,
9111279253,1001000147,Mckesson,Mckesson,1600574760,9111279253,8/14/2023,2551.68,OSD,,,,,,,
9100599621,1001201853,Mckesson,Mckesson,1400116214,9100599621,2/24/2023,11147.98,OSD,,,,,,,
9100591429,1001201853,Mckesson,Mckesson,1400114966,9100591429,1/27/2023,10895.22,OSD,,,,,,,
9100597728,1001201853,Mckesson,Mckesson,1600035506,9100597728,2/3/2023,1348.2,OSD,,,,,,,
9111374559,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401187918,9111374559,8/4/2023,3273.27,OSD,,,,,,,
9111555340,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401195686,9111555340,8/23/2023,2618.62,OSD,,,,,,,
9111594947,1001000141,AMERISOURCE BERGEN CORP,Amerisource,1401198938,9111594947,8/31/2023,2626.32,OSD,,,,,,,
9111989897,1001000147,Mckesson,Mckesson,1401239858,9111989897,12/12/2023,2536.8,OSD,,,,,,,
9111831712,1001000147,Mckesson,Mckesson,1401226593,9111831712,11/7/2023,2334.48,OSD,,,,,,,
9112119747,1001000144,Mckesson,Mckesson,1401249144,9112119747,1/8/2024,2196.4,OSD,,,,,,,
9111669927,1001000147,Mckesson,Mckesson,1600583871,9111669927,9/26/2023,1836.8,OSD,,,,,,,
9111550936,1001000147,Mckesson,Mckesson,1600578516,9111550936,8/28/2023,1710,OSD,,,,,,,
9111552911,1001000147,Mckesson,Mckesson,1600578516,9111552911,8/28/2023,1404,OSD,,,,,,,
9112134365,1001000144,Mckesson,Mckesson,1401249144,9112134365,1/8/2024,1364,OSD,,,,,,,
9111889725,1001000144,Mckesson,Mckesson,1401225687,9111889725,11/6/2023,1344,OSD,,,,,,,
9111697408,1001000147,Mckesson,Mckesson,1401211809,9111697408,10/3/2023,1335.6,OSD,,,,,,,
9112165869,1001000144,Mckesson,Mckesson,1401252825,9112165869,1/18/2024,1288,OSD,,,,,,,
9111761743,1001000147,Mckesson,Mckesson,1401247482,9111761743,12/28/2023,1286.4,OSD,,,,,,,
9112119742,1001000144,Mckesson,Mckesson,1401249144,9112119742,1/8/2024,1193.8,OSD,,,,,,,
9111603562,1001000147,Mckesson,Mckesson,1401203116,9111603562,9/11/2023,1150,OSD,,,,,,,
9111648970,1001000147,Mckesson,Mckesson,1600582537,9111648970,9/19/2023,1150,OSD,,,,,,,
9111824795,1001000147,Mckesson,Mckesson,1600591000,9111824795,11/13/2023,1087.2,OSD,,,,,,,
9112128362,1001000144,Mckesson,Mckesson,1401249145,9112128362,1/16/2024,642.66,OSD,,,,,,,
9110673025,1001000147,Mckesson,Mckesson,1401239350,9110673025,12/11/2023,118.5,OSD,,,,,,,
9111372483,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,1401187887,9111372483,8/4/2023,2880,OSD,,,,,,,
9111869713,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,1401242073,9111869713,12/18/2023,2923.48,OSD,,,,,,,
9111996773,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,1401251025,9111996773,1/12/2024,4150,OSD,,,,,,,
9111522511,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111522511,9111522511,8/22/2023,1032.68,OSD,,,,,,,
9111512411,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,1401187991,9111512411,10/3/2023,3049.83,OSD,,,,,,,
9111918390,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111918390,9111918390,11/15/2023,1247.65,OSD,,,,,,,
9111877475,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111877475,9111877475,12/12/2023,1710,OSD,,,,,,,
9111918390,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111918390,9111918390,11/15/2023,1247.65,OSD,,,,,,,
9111877475,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111877475,9111877475,12/12/2023,1710,OSD,,,,,,,
9111452444,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111452444,9111452444,7/24/2023,2626.32,OSD,,,,,,,
9110850537,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9110850537,9110850537,2/22/2023,2529.58,OSD,,,,,,,
9110688171,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9110688171,9110688171,1/11/2023,2477.66,OSD,,,,,,,
9111955082,1001000144,MCKESSON DRUG COMPANY,Mckesson,9111955082,9111955082,1/10/2024,151358.2,OSD,,,,,,,
9111803969,1001000144,MCKESSON DRUG COMPANY,Mckesson,9111803969,9111803969,10/30/2023,82080,OSD,,,,,,,
9112119739,1001000144,MCKESSON DRUG COMPANY,Mckesson,9112119739,9112119739,1/8/2024,26600.72,OSD,,,,,,,
9111665552,1001000144,MCKESSON DRUG COMPANY,Mckesson,9111665552,9111665552,10/10/2023,22072.38,OSD,,,,,,,
9111664662,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111664662,9111664662,9/26/2023,21979.16,OSD,,,,,,,
9111905714,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111905714,9111905714,11/24/2023,19366.2,OSD,,,,,,,
9111686677,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111686677,9111686677,10/2/2023,12020.4,OSD,,,,,,,
9111772241,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111772241,9111772241,10/24/2023,8505.6,OSD,,,,,,,
9112030133,1001000144,MCKESSON DRUG COMPANY,Mckesson,9112030133,9112030133,12/11/2023,6270,OSD,,,,,,,
9111973459,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111973459,9111973459,12/11/2023,6249.6,OSD,,,,,,,
9111612709,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111612709,9111612709,9/7/2023,1449.87,OSD,,,,,,,
9111631290,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111631290,9111631290,9/11/2023,10662.45,OSD,,,,,,,
9111681718,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111681718,9111681718,9/25/2023,14664.43,OSD,,,,,,,
9111681720,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111681720,9111681720,9/25/2023,2305.01,OSD,,,,,,,
9111441226,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111441226,9111441226,10/5/2023,2332.21,OSD,,,,,,,
9111792254,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111792254,9111792254,10/25/2023,20301.37,OSD,,,,,,,
9111792252,1001000141,AMERISOURCE BERGEN CORP,Amerisource,9111792252,9111792252,10/25/2023,2972.02,OSD,,,,,,,
9111785290,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9111785290,9111785290,11/28/2023,1500,OSD,,,,,,,
9110699459,1001000146,HENRY SCHEIN INC,Henry Schein,9110699459,9110699459,1/6/2023,41040,OSD,,,,,,,
9111936901,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9111936901,9111936901,11/16/2023,6968.7,OSD,,,,,,,
9109906873,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9109906873,9109906873,7/18/2022,5832,OSD,,,,,,,
9111753286,1001000214,OWENS & MINOR INC,Owens & Minors,9111753286,9111753286,11/8/2023,12669.04,OSD,,,,,,,
9111345605,1001000214,OWENS & MINOR INC,Owens & Minors,9111345605,9111345605,6/29/2023,2886.61,OSD,,,,,,,
9110734812,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9110734812,9110734812,1/17/2023,12389.4,OSD,,,,,,,
9112024495,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9112024495,9112024495,12/11/2023,6560,OSD,,,,,,,
9112025789,1001081125,CARDINAL HEALTH - BORSCHOW,Cardinal,9112025789,9112025789,12/26/2023,1927.76,OSD,,,,,,,
9110541475,1001000147,MCKESSON DRUG COMPANY,Mckesson,9110541475,9110541475,12/20/2022,27730.08,OSD,,,,,,,
9111455579,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9111455579,9111455579,7/17/2023,1782.8,OSD,,,,,,,
9110815043,1001000214,OWENS & MINOR INC,Owens & Minors,9110815043,9110815043,2/6/2023,33180.34,OSD,,,,,,,
9111803776,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9111803776,9111803776,10/19/2023,1545.6,OSD,,,,,,,
9110057732,1001000214,OWENS & MINOR INC,Owens & Minors,9110057732,9110057732,8/18/2023,8397.45,OSD,,,,,,,
9110704654,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9110704654,9110704654,1/9/2023,4861.44,OSD,,,,,,,
9111896038,1001000143,CARDINAL DISTRIBUTION,Cardinal,9111896038,9111896038,11/16/2023,4346.34,OSD,,,,,,,
9110624104,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9110624104,9110624104,12/21/2022,4382.55,OSD,,,,,,,
9110759309,1001081125,CARDINAL HEALTH - BORSCHOW,Cardinal,9110759309,9110759309,4/3/2023,41040,OSD,,,,,,,
9112040261,1001081125,CARDINAL HEALTH - BORSCHOW,Cardinal,9112040261,9112040261,12/13/2023,3238.18,OSD,,,,,,,
9110482481,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9110482481,9110482481,11/18/2022,8968.4,OSD,,,,,,,
9111763392,1001000143,CARDINAL DISTRIBUTION,Cardinal,9111763392,9111763392,10/17/2023,14691.6,OSD,,,,,,,
9110914283,1001000143,CARDINAL DISTRIBUTION,Cardinal,9110914283,9110914283,3/15/2023,32342.37,OSD,,,,,,,
9110941132,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9110941132,9110941132,3/16/2023,40027.97,OSD,,,,,,,
9111616897,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9111616897,9111616897,9/7/2023,44570.76,OSD,,,,,,,
9111618049,1001000214,OWENS & MINOR INC,Owens & Minors,9111618049,9111618049,9/7/2023,30067.77,OSD,,,,,,,
9111743611,1001000214,OWENS & MINOR INC,Owens & Minors,9111743611,9111743611,10/12/2023,32172,OSD,,,,,,,
9111465279,1001000214,OWENS & MINOR INC,Owens & Minors,9111465279,9111465279,8/25/2023,18356.75,OSD,,,,,,,
9110590584,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9110590584,9110590584,1/20/2023,26409.6,OSD,,,,,,,
9111437671,1001000200,MEDLINE INDUSTRIES,Medline,9111437671,9111437671,7/21/2023,23847.09,OSD,,,,,,,
9111592577,1001000214,OWENS & MINOR INC,Owens & Minors,9111592577,9111592577,8/31/2023,38946.49,OSD,,,,,,,
9110151120,1001073153,FISHER SCIENTIFIC COMPANY,Fisher  ,9110151120,9110151120,11/17/2022,31350,OSD,,,,,,,
9111941598,1001000214,OWENS & MINOR INC,Owens & Minors,9111941598,9111941598,11/20/2023,32454,OSD,,,,,,,
9112010709,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9112010709,9112010709,12/14/2023,42115.98,OSD,,,,,,,
9110664465,1001000200,MEDLINE INDUSTRIES,Medline,9110664465,9110664465,2/3/2023,32160,OSD,,,,,,,
9111805675,1001000147,MCKESSON DRUG COMPANY,Mckesson,9111805675,9111805675,10/31/2023,40826.88,OSD,,,,,,,
9111748990,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9111748990,9111748990,10/13/2023,71820,OSD,,,,,,,
9111417388,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9111417388,9111417388,7/14/2023,43407.24,OSD,,,,,,,
9111134819,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9111134819,9111134819,5/3/2023,85059.43,OSD,,,,,,,
9110939339,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9110939339,9110939339,2/15/2023,48591.8,OSD,,,,,,,
9111396099,1001000214,OWENS & MINOR INC,Owens & Minors,9111396099,9111396099,6/29/2023,46704.85,OSD,,,,,,,
9111754021,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9111754021,9111754021,10/16/2023,49368,OSD,,,,,,,
9110711858,1001000161,CARDINAL MEDICAL PRODUCTS,Cardinal,9110711858,9110711858,1/18/2023,51840,OSD,,,,,,,
9111668472,1001000200,MEDLINE INDUSTRIES,Medline,9111668472,9111668472,10/18/2023,57596,OSD,,,,,,,
9111655498,1001000141,AMERISOURCE BERGEN CORP,Amerisource  ,9111655498,9111655498,9/11/2023,65749.6,OSD,,,,,,,
9111563547,1001000214,OWENS & MINOR INC,Owens & Minors,9111563547,9111563547,8/24/2023,111878.31,OSD,,,,,,,
9111100570,1001000214,OWENS & MINOR INC,Owens & Minors,9111100570,9111100570,4/27/2023,110139.86,OSD,,,,,,,
9111806620,1001000143,CARDINAL DISTRIBUTION,Cardinal,9111806620,9111806620,10/24/2023,202176,OSD,,,,,,,
9111718678,1001081125,CARDINAL HEALTH - BORSCHOW,Cardinal,9111718678,9111718678,12/4/2023,3494.7,OSD,,,,,,,
9111126445,1001081125,CARDINAL HEALTH - BORSCHOW,Cardinal,9111126445,9111126445,10/2/2023,2618,OSD,,,,,,,
9111636313,1001620381,CARDINAL HEALTH PRESOURCE,Cardinal,9111636313,9111636313,9/18/2023,1795.5,OSD,,,,,,,
9111933480,1001620381,CARDINAL HEALTH PRESOURCE,Cardinal,9111933480,9111933480,12/1/2023,1667.2,OSD,,,,,,,
9110019152,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9110019152,9110019152,9/15/2022,1472.1,OSD,,,,,,,
9110107045,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9110107045,9110107045,10/13/2022,6500,OSD,,,,,,,
9110168580,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9110168580,9110168580,12/1/2022,15063,OSD,,,,,,,
9111630198,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111630198,9111630198,10/17/2023,21126.4,OSD,,,,,,,
9111704909,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111704909,9111704909,11/21/2023,9145,OSD,,,,,,,
9111944434,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111944434,9111944434,11/22/2023,1467.87,OSD,,,,,,,
9111785932,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111785932,9111785932,11/28/2023,1120.11,OSD,,,,,,,
9111382640,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111382640,9111382640,10/11/2023,298.7,OSD,,,,,,,
9112000934,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9112000934,9112000934,12/14/2023,5517.58,OSD,,,,,,,
9111984202,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9111984202,9111984202,12/14/2023,2839.85,OSD,,,,,,,
9112089807,1001073153,FISHER SCIENTIFIC COMPANY,Fisher,9112089807,9112089807,12/29/2023,2226,OSD,,,,,,,
9111551276,1001625204,MEDLINE INDUSTRIES OEM KITTING,Medline,9111551276,9111551276,9/20/2023,1515,OSD,,,,,,,
9111803151,1001625204,MEDLINE INDUSTRIES OEM KITTING,Medline,9111803151,9111803151,11/29/2023,27270,OSD,,,,,,,
9109931488,1001625204,MEDLINE INDUSTRIES OEM KITTING,Medline,9109931488,9109931488,8/19/2022,45990,OSD,,,,,,,
9110112127,1001000200,MEDLINE INDUSTRIES,Medline,9110112127,9110112127,9/16/2022,2099,OSD,,,,,,,
9112060762,1001000214,OWENS & MINOR INC,Owens & Minors,9112060762,9112060762,12/19/2023,1778,OSD,,,,,,,
9112078863,1001000214,OWENS & MINOR INC,Owens & Minors,9112078863,9112078863,12/26/2023,1080,OSD,,,,,,,
