concat,invoice_number,invoice_date,sku,billed_qty,gross_price,oi_deal,promo_allowance,cash_discount,freight_amount,others,net_price,gross_price_per_qty,net_price_per_qty,fuel_allowance,lane,freight_rate,freight_weight,gross_weight,total_freight,order_number,bol,carrier,freight_type,invoice_status
9.11117E+15,9111172826,7/18/2023,211876,16,2418.72,0,0,0,0,0,2418.72,151.17,151.17,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212205,2,369.4,0,0,0,0,0,369.4,184.7,184.7,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212305,12,979.2,0,0,0,0,0,979.2,81.6,81.6,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212351,3,721.8,0,0,0,0,0,721.8,240.6,240.6,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212512,2,300,0,0,0,0,0,300,150,150,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212513,4,800,0,0,0,0,0,800,200,200,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212514,2,250,0,0,0,0,0,250,125,125,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212515,2,327,0,0,0,0,0,327,163.5,163.5,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,212517,3,450,0,0,0,0,0,450,150,150,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
910990687350-7500B ,9109906873,7/18/2022,50-7500B ,10,6480,0,0,0,0,0,6480,648,648,,,,,,,1002411155,6024555284,ESTES EXPRRESS LINES,,Yes
9.1105E+15,9110503853,4/4/2023,306546,35,7702.8,0,0,0,0,0,7702.8,220.08,220.08,,,,,,,8120601465,6025748889,AVERITT EXPRESS INC,,Yes
9.1107E+15,9110703566,1/20/2023,324911,2,347.8,0,0,0,0,0,347.8,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.1107E+15,9110703566,1/20/2023,324912,2,347.8,0,0,0,0,0,347.8,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.11117E+15,9111172826,7/18/2023,213400,9,998.46,0,0,0,0,0,998.46,110.94,110.94,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,214010,37,8289.85,0,0,0,0,0,8289.85,224.05,224.05,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11147E+16,9111465279,8/25/2023,2142075,13,1486.55,0,0,0,0,0,1486.55,114.35,114.35,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11117E+15,9111172826,7/18/2023,215197,1,66.53,0,0,0,0,0,66.53,66.53,66.53,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,215276,72,20874.24,0,0,0,0,0,20874.24,289.92,289.92,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,217720,2,1154.16,0,0,0,0,0,1154.16,577.08,577.08,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,218104,5,10236.95,0,0,0,0,0,10236.95,2047.39,2047.39,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11091E+15,9110909529,4/13/2023,220220,500,67500,0,0,0,0,0,67500,135,135,,,,,,,PR3105046,6026498769,XPO Logistics LTL,,Yes
9.11111E+15,9111111687,5/30/2023,220526,155,31000,0,0,0,0,0,31000,200,200,,,,,,,PR3129159,6026950617,FED EX FREIGHT EAST,,Yes
9.11103E+15,9111026403,5/8/2023,220531,738,132840,0,0,0,0,0,132840,180,180,,,,,,,PR3129159,7115353454,ESTES EXPRRESS LINES,,Yes
9.11117E+15,9111172826,7/18/2023,220690,20,4000,0,0,0,0,0,4000,200,200,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,220967,5,1400,0,0,0,0,0,1400,280,280,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,220971,4,760,0,0,0,0,0,760,190,190,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221013,16,4000,0,0,0,0,0,4000,250,250,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221021,1,110,0,0,0,0,0,110,110,110,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221087,8,1600,0,0,0,0,0,1600,200,200,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221097,1,300,0,0,0,0,0,300,300,300,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.1107E+15,9110703566,1/20/2023,328411,4,695.6,0,0,0,0,0,695.6,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.1107E+15,9110703566,1/20/2023,328418,11,1912.9,0,0,0,0,0,1912.9,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.11081E+15,9110809499,7/12/2023,221270,240,16800,0,0,0,0,0,16800,70,70,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221271,4,320,0,0,0,0,0,320,80,80,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221275,20,1600,0,0,0,0,0,1600,80,80,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221288,3,114.84,0,0,0,0,0,114.84,38.28,38.28,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221291,288,28800,0,0,0,0,0,28800,100,100,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221353,240,19200,0,0,0,0,0,19200,80,80,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221366,8,720,0,0,0,0,0,720,90,90,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221508,2,600,0,0,0,0,0,600,300,300,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,221800,40,2208,0,0,0,0,0,2208,55.2,55.2,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,222200,3,1390.56,0,0,0,0,0,1390.56,463.52,463.52,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,225250,7,634.13,0,0,0,0,0,634.13,90.59,90.59,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,225361,4,1000,0,0,0,0,0,1000,250,250,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,227210,4,415.44,0,0,0,0,0,415.44,103.86,103.86,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,228161,10,1375,0,0,0,0,0,1375,137.5,137.5,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,228231,3,605.64,0,0,0,0,0,605.64,201.88,201.88,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,228351,1,375,0,0,0,0,0,375,375,375,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,229481,4,538.52,0,0,0,0,0,538.52,134.63,134.63,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,230181,3,1312.5,0,0,0,0,0,1312.5,437.5,437.5,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231030,6,120.72,0,0,0,0,0,120.72,20.12,20.12,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.1107E+15,9110703566,1/20/2023,328431,2,347.8,0,0,0,0,0,347.8,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.1107E+15,9110703566,1/20/2023,328438,4,695.6,0,0,0,0,0,695.6,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.11117E+15,9111172826,7/18/2023,231319,6,593.7,0,0,0,0,0,593.7,98.95,98.95,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231353,7,692.23,0,0,0,0,0,692.23,98.89,98.89,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231607,5,493.65,0,0,0,0,0,493.65,98.73,98.73,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231632,17,343.23,0,0,0,0,0,343.23,20.19,20.19,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231649,1,98.4,0,0,0,0,0,98.4,98.4,98.4,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231696,6,595.02,0,0,0,0,0,595.02,99.17,99.17,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231704,4,394.92,0,0,0,0,0,394.92,98.73,98.73,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231727,6,324,0,0,0,0,0,324,54,54,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231754,4,397.12,0,0,0,0,0,397.12,99.28,99.28,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,231761,5,100.8,0,0,0,0,0,100.8,20.16,20.16,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,234000,4,577.64,0,0,0,0,0,577.64,144.41,144.41,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,236950,23,1600.8,0,0,0,0,0,1600.8,69.6,69.6,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,241830,3,490.11,0,0,0,0,0,490.11,163.37,163.37,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,242820,16,1046.88,0,0,0,0,0,1046.88,65.43,65.43,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,243100,4,538.56,0,0,0,0,0,538.56,134.64,134.64,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,244620,4,260.04,0,0,0,0,0,260.04,65.01,65.01,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
91116180492477-0007,9111618049,9/7/2023,2477-0007,5,463,0,0,0,0,0,463,92.6,92.6,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.11117E+15,9111172826,7/18/2023,247940,12,1129.8,0,0,0,0,0,1129.8,94.15,94.15,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,254093,100,4200,0,0,0,0,0,4200,42,42,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11116E+15,9111160991,6/20/2023,256040,48,4320,0,0,0,0,0,4320,90,90,,,,,,,PR3164259,6027007856,AVERITT EXPRESS INC,,Yes
9.11204E+15,9112040261,12/13/2023,256041,16,4560,0,0,0,0,0,4560,285,285,,,,,,,4229660992,6028731146,FEDEX CORP,,Yes
9.11015E+15,9110151120,11/17/2022,256045,110,31350,0,0,0,0,0,31350,285,285,,,,,,,PR2944400,6025104610,"EPES TRANSPORT SYSTEM, INC",,Yes
9.11117E+15,9111172826,7/18/2023,257213,21,2699.76,0,0,0,0,0,2699.76,128.56,128.56,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11156E+15,9111563547,8/24/2023,260103,2,800,0,0,0,0,0,800,400,400,,,,,,,4531555246,6027582917,C H ROBINSON (LTL DRY),,Yes
9.11117E+15,9111172826,7/18/2023,261187,8,480,0,0,0,0,0,480,60,60,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,273520,1,163.73,0,0,0,0,0,163.73,163.73,163.73,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,280100,4,464.04,0,0,0,0,0,464.04,116.01,116.01,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,288130,5,489.3,0,0,0,0,0,489.3,97.86,97.86,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.1107E+15,9110703566,1/20/2023,328466,8,1391.2,0,0,0,0,0,1391.2,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.1107E+15,9110703566,1/20/2023,328468,8,1391.2,0,0,0,0,0,1391.2,173.9,173.9,,,,,,,8113759032,6026161105,XPO Logistics LTL,,Yes
9.11117E+15,9111172826,7/18/2023,291940,5,514.75,0,0,0,0,0,514.75,102.95,102.95,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,292478,80,15261.6,0,0,0,0,0,15261.6,190.77,190.77,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11117E+15,9111172826,7/18/2023,294110,1,224.44,0,0,0,0,0,224.44,224.44,224.44,,,,,,,PR3171718,6025817873,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,297030,3,137.01,0,0,0,0,0,137.01,45.67,45.67,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11081E+15,9110809499,7/12/2023,297713,4,360,0,0,0,0,0,360,90,90,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
911005773229904-008 ,9110057732,8/18/2023,29904-008 ,2,70.82,0,0,0,0,0,70.82,35.41,35.41,,,,,,,4515304729,6024894871,FEDEX CORP,,Yes
9.11081E+15,9110809499,7/12/2023,299108,30,3729.9,0,0,0,0,0,3729.9,124.33,124.33,,,,,,,PR3086881,6024862288,CAROLINA TANK LINES,,Yes
9.11054E+15,9110541475,12/20/2022,302830,13,611.52,0,0,0,0,0,611.52,47.04,47.04,,,,,,,8120602241,94445,CAROLINA TANK LINES,,Yes
9.1107E+15,9110703938,1/20/2023,324910,12,2086.8,0,0,0,0,0,2086.8,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11203E+15,9112025789,12/26/2023,302830,3,201.6,0,0,0,0,0,201.6,67.2,67.2,,,,,,,C5736174ROA,6028699505,UPS GROUND FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,302830,4,268.8,0,0,0,0,0,268.8,67.2,67.2,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1105E+15,9110503853,4/4/2023,302830,8,376.32,0,0,0,0,0,376.32,47.04,47.04,,,,,,,8120601465,6025748889,AVERITT EXPRESS INC,,Yes
9.1107E+15,9110703938,1/20/2023,324912,5,869.5,0,0,0,0,0,869.5,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,302995,52,2787.2,0,0,0,0,0,2787.2,53.6,53.6,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11174E+15,9111743611,10/12/2023,303345,5,1130,0,0,0,0,0,1130,226,226,,,,,,,4531637201,7115735533,PITT OHIO EXPRESS,,Yes
9.1119E+15,9111896038,11/16/2023,303348,1,132,0,0,0,0,0,132,132,132,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11147E+15,9111465279,8/25/2023,304387,2,310,0,0,0,0,0,310,155,155,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1119E+15,9111896038,11/16/2023,305028,12,2145.6,0,0,0,0,0,2145.6,178.8,178.8,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11147E+15,9111465279,8/25/2023,305053,12,1108.8,0,0,0,0,0,1108.8,92.4,92.4,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1119E+15,9111896038,11/16/2023,305058,8,1000,0,0,0,0,0,1000,125,125,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1119E+15,9111896038,11/16/2023,305060,3,465.6,0,0,0,0,0,465.6,155.2,155.2,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11156E+15,9111563547,8/24/2023,305069,1,170.88,0,0,0,0,0,170.88,170.88,170.88,,,,,,,4531555246,6027582917,C H ROBINSON (LTL DRY),,Yes
9.1119E+15,9111896038,11/16/2023,305076,6,694.8,0,0,0,0,0,694.8,115.8,115.8,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1119E+15,9111896038,11/16/2023,305106,2,510,0,0,0,0,0,510,255,255,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11088E+15,9110881402,3/31/2023,305106,4,1020,0,0,0,0,0,1020,255,255,,,,,,,PR3089956,6026468035,PANTHER II TRANSPORTATION INC,,Yes
9.11162E+15,9111618049,9/7/2023,305180,12,1308,0,0,0,0,0,1308,109,109,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.1107E+15,9110703938,1/20/2023,328278,1,114.8,0,0,0,0,0,114.8,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,305194,5,450,0,0,0,0,0,450,90,90,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11147E+15,9111465279,8/25/2023,305196,12,768,0,0,0,0,0,768,64,64,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1107E+15,9110703938,1/20/2023,328279,47,5395.6,0,0,0,0,0,5395.6,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,305197,10,1410,0,0,0,0,0,1410,141,141,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1107E+15,9110703938,1/20/2023,328280,11,1262.8,0,0,0,0,0,1262.8,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1107E+15,9110703938,1/20/2023,328289,49,5625.2,0,0,0,0,0,5625.2,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,305198,2,282,0,0,0,0,0,282,141,141,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1107E+15,9110703938,1/20/2023,328290,68,7806.4,0,0,0,0,0,7806.4,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11147E+15,9111465279,8/25/2023,305207,3,229.5,0,0,0,0,0,229.5,76.5,76.5,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1107E+15,9110703938,1/20/2023,328291,32,3673.6,0,0,0,0,0,3673.6,114.8,114.8,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1107E+15,9110703938,1/20/2023,328411,5,869.5,0,0,0,0,0,869.5,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1107E+15,9110703938,1/20/2023,328418,11,1912.9,0,0,0,0,0,1912.9,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1119E+15,9111896038,11/16/2023,305210,1,76.5,0,0,0,0,0,76.5,76.5,76.5,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11147E+15,9111465279,8/25/2023,305210,2,153,0,0,0,0,0,153,76.5,76.5,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11162E+15,9111618049,9/7/2023,305219,3,459,0,0,0,0,0,459,153,153,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.1105E+15,9110503853,4/4/2023,305219,9,707.85,0,0,0,0,0,707.85,78.65,78.65,,,,,,,8120601465,6025748889,AVERITT EXPRESS INC,,Yes
9.11089E+15,9110886675,3/7/2023,305220,10,765,0,0,0,0,0,765,76.5,76.5,,,,,,,8149881754,6026474187,ESTES EXPRRESS LINES,,Yes
9.1107E+15,9110703938,1/20/2023,328431,4,695.6,0,0,0,0,0,695.6,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1107E+15,9110703938,1/20/2023,328438,2,347.8,0,0,0,0,0,347.8,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11162E+15,9111618049,9/7/2023,305343,14,1871.52,0,0,0,0,0,1871.52,133.68,133.68,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.1107E+15,9110703938,1/20/2023,328466,21,3651.9,0,0,0,0,0,3651.9,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.1119E+15,9111896038,11/16/2023,305435,1,78.2,0,0,0,0,0,78.2,78.2,78.2,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1107E+15,9110703938,1/20/2023,328468,9,1565.1,0,0,0,0,0,1565.1,173.9,173.9,,,,,,,8144710470,6026038597,NATIONAL FREIGHT INC,,Yes
9.11089E+15,9110886675,3/7/2023,305487,28,3084.48,0,0,0,0,0,3084.48,110.16,110.16,,,,,,,8149881754,6026474187,ESTES EXPRRESS LINES,,Yes
9.11162E+15,9111618049,9/7/2023,305517,16,1923.2,0,0,0,0,0,1923.2,120.2,120.2,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.1119E+15,9111896038,11/16/2023,305540,2,284,0,0,0,0,0,284,142,142,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11147E+15,9111465279,8/25/2023,305551,8,942.4,0,0,0,0,0,942.4,117.8,117.8,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.1119E+15,9111896038,11/16/2023,305604,32,6144,0,0,0,0,0,6144,192,192,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1119E+15,9111896038,11/16/2023,305614,6,1087.2,0,0,0,0,0,1087.2,181.2,181.2,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1119E+15,9111896038,11/16/2023,305616,8,1125.12,0,0,0,0,0,1125.12,140.64,140.64,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11089E+15,9110886675,3/7/2023,305617,7,514.08,0,0,0,0,0,514.08,73.44,73.44,,,,,,,8149881754,6026474187,ESTES EXPRRESS LINES,,Yes
9.1119E+15,9111896038,11/16/2023,305618,7,594.72,0,0,0,0,0,594.72,84.96,84.96,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.1119E+15,9111896038,11/16/2023,305634,8,1228.8,0,0,0,0,0,1228.8,153.6,153.6,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11147E+15,9111465279,8/25/2023,305665,6,1144.8,0,0,0,0,0,1144.8,190.8,190.8,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11077E+15,9110770749,2/10/2023,320882,2,748.08,0,0,0,0,0,748.08,374.04,374.04,,,,,,,8149879262,6026268136,ESTES EXPRRESS LINES,,Yes
9.11077E+15,9110770749,2/10/2023,320883,1,419.16,0,0,0,0,0,419.16,419.16,419.16,,,,,,,8149879262,6026268136,ESTES EXPRRESS LINES,,Yes
9.11162E+15,9111618049,9/7/2023,305778,1,120,0,0,0,0,0,120,120,120,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.1119E+15,9111896038,11/16/2023,305780,1,120,0,0,0,0,0,120,120,120,,,,,,,4531709469,6028364355,CARDINAL INTEGRATED,,Yes
9.11162E+15,9111618049,9/7/2023,305819,2,460,0,0,0,0,0,460,230,230,,,,,,,4531584150,6027659075,ABF FREIGHT SYSTEM INC,,Yes
9.11147E+15,9111465279,8/25/2023,305826,1,260.4,0,0,0,0,0,260.4,260.4,260.4,,,,,,,4516361062,Multiple,SCHNEIDER NATIONAL,,Yes
9.11203E+15,9112025789,12/26/2023,305837,2,520.8,0,0,0,0,0,520.8,260.4,260.4,,,,,,,C5736174ROA,6028699505,UPS GROUND FREIGHT INC,,Yes
