id,invoice_number,sku,deducted_amount,deducted_qty,deducted_price_per_qty,deduction_date,invoice_location,reason_code,sub_reason_code,deduction_reason
9112128362,9112128362,231729,47.71,1,47.71,1/16/2024,,Shortage,,OSD
9111996773,9111996773,220099,1050,30,35,1/12/2024,,Shortage,,OSD
9111996773,9111996773,220146,1200,30,40,1/12/2024,,Shortage,,OSD
9111996773,9111996773,220215,1900,19,100,1/12/2024,,Shortage,,OSD
9111215977,9111215977,328411,1739,50,34.78,5/22/2023,,Shortage,,OSD
9111424111,9111424111,320119,1335.6,24,55.65,7/17/2023,,Shortage,,OSD
9111069238,9111069238,3205509,1260,24,52.5,4/26/2023,,Shortage,,OSD
9111424438,9111424438,328466,368.66,2,184.33,7/17/2023,,Shortage,,OSD
9111424438,9111424438,328203,667.8,1,667.8,7/17/2023,,Shortage,,OSD
9111374559,9111374559,329515,3329.2,5,665.84,8/4/2023,,Shortage,,OSD
9111374559,9111374559,320122,667.8,1,667.8,8/4/2023,,Shortage,,OSD
9111555340,9111555340,329515,19975.2,30,665.84,8/23/2023,,Shortage,,OSD
9111594947,9111594947,320550,2671.2,48,55.65,8/31/2023,,Shortage,,OSD
9111241862,9111241862,326895,230.4,12,19.2,6/2/2023,,Shortage,,OSD
9111241862,9111241862,329515,1256.32,2,628.16,6/2/2023,,Shortage,,OSD
9110630108,9110630108,305200,1378.8,36,38.3,1/4/2023,,Shortage,,OSD
9110630109,9110630109,305200,1378.8,36,38.3,1/4/2023,,Shortage,,OSD
9111180901,9111180901,320550,1260,2,630,5/16/2023,,Shortage,,OSD
9111117470,9111117470,221780,1200,12,100,5/30/2023,,Shortage,,OSD
9110637194,9110637194,305200,1034.1,27,38.3,4/11/2023,,Shortage,,OSD
9111576496,9111576496,328418,3317.94,18,184.33,12/8/2023,,Shortage,,OSD
9112005397,9112005397,256082,3420,1,3420,12/4/2023,,Shortage,,OSD
9112008151,9112008151,256038,3300,11,300,12/4/2023,,Shortage,,OSD
9112037565,9112037565,256045,3135,11,285,12/11/2023,,Shortage,,OSD
9111195763,9111195763,306546,2976.96,14,212.64,8/14/2023,,Shortage,,OSD
9111279253,9111279253,306546,2551.68,12,212.64,8/14/2023,,Shortage,,OSD
9100591429,9100591429,326910,10895.03,438,24.87449772,1/27/2023,,Shortage,,OSD
9111989897,9111989897,309628,2536.8,7,362.4,12/12/2023,,Shortage,,OSD
9111831712,9111831712,320882,1496.16,4,374.04,11/7/2023,,Shortage,,OSD
9111831712,9111831712,320883,838.32,2,419.16,11/7/2023,,Shortage,,OSD
9111669927,9111669927,302832,1836.8,20,91.84,9/26/2023,,Shortage,,OSD
9111550936,9111550936,515060,1404,1,1404,8/28/2023,,Shortage,,OSD
9111550936,9111550936,305219,306,2,153,8/28/2023,,Shortage,,OSD
9111889725,9111889725,260100,1344,4,336,11/6/2023,,Shortage,,OSD
9111697408,9111697408,320550,1335.6,2,667.8,10/3/2023,,Shortage,,OSD
9111603562,9111603562,515003,1150,1,1150,9/11/2023,,Shortage,,OSD
9111648970,9111648970,515003,1150,1,1150,9/19/2023,,Shortage,,OSD
9110673025,9110673025,1727170105,118.5,1,118.5,12/11/2023,,Shortage,,OSD
9110673025,9110673025,305200,2298,6,383,12/11/2023,,Shortage,,OSD
9111372483,9111372483,221283,2880,32,90,8/4/2023,,Shortage,,OSD
9111686677,9111686677,320119,12650.4,19,667.8,10/2/2023,,Shortage,,OSD
9111522511,9111522511,367841,1048.4,4,262.1,8/22/2023,,Shortage,,OSD
9111512411,9111512411,363706," 3,338.40",60,55.64,10/3/2023,,Shortage,,OSD
9111918390,9111918390,367290,1135.6,1,1135.6,11/15/2023,,Shortage,,OSD
9111918390,9111918390,301033,112.05,1,112.05,11/15/2023,,Shortage,,OSD
9111877475,9111877475,220518,1710,2,855,12/12/2023,,Shortage,,OSD
9100599621,9100599621,306575,11147.97,60,185.7995,2/24/2023,,Shortage,,OSD
9100597728,9100597728,305211,1284,6,214,2/3/2023,,Shortage,,OSD
9112040261,9112040261,256041,3238.13,11,285,12/13/2023,,Shortage,,OSD
9110850537,9110850537,306414,2572.8,8,321.6,2/22/2023,,Shortage,,OSD
9110590584,9110590584,30654678,26409.6,120,220.08,1/20/2023,,Shortage,,OSD
9110541475,9110541475,306546,27730.08,126,220.08,12/20/2022,,Shortage,,OSD
9111452444,9111452444,320119,667.8,1,667.8,7/24/2023,,Shortage,,OSD
9110482481,9110482481,362788,8968.4,7,1281.2,11/18/2022,,Shortage,,OSD
9111753286,9111753286,365974,635.92,4,158.98,11/8/2023,,Shortage,,OSD
9111753286,9111753286,367281,1136.16,4,284.04,11/8/2023,,Shortage,,OSD
9111753286,9111753286,367290,3406.8,3,1135.6,11/8/2023,,Shortage,,OSD
9111753286,9111753286,367324,7490.16,18,416.12,11/8/2023,,Shortage,,OSD
9111763392,9111763392,4292272,14691.6,22,667.8,10/17/2023,,Shortage,,OSD
9111743611,9111743611,303345,1130,5,226,10/12/2023,,Shortage,,OSD
9111743611,9111743611,381434,31042,83,374,10/12/2023,,Shortage,,OSD
9111803776,9111803776,671934,1545.6,6,257.6,10/19/2023,,Shortage,,OSD
9110624104,9110624104,364957,4382.55,45,97.39,12/21/2022,,Shortage,,OSD
9112024495,9112024495,MP5301-C,6560,64,102.5,12/11/2023,,Shortage,,OSD
9110704654,9110704654,306544,4861.44,24,202.56,1/9/2023,,Shortage,,OSD
9110734812,9110734812,11171447,5392.8,42,128.4,1/17/2023,,Shortage,,OSD
9110734812,9110734812,20022,801.9,3,267.3,1/17/2023,,Shortage,,OSD
9111465279,9111465279,305197,141,1,141,8/25/2023,,Shortage,,OSD
9111465279,9111465279,328466,16859.75,85,198.35,8/25/2023,,Shortage,,OSD
9111465279,9111465279,329515,1356,2,678,8/25/2023,,Shortage,,OSD
9111455579,9111455579,930299,1782.8,4,445.7,7/17/2023,,Shortage,,OSD
9111345605,9111345605,329461,119.25,1,119.25,6/29/2023,,Shortage,,OSD
9111345605,9111345605,320550,6010.2,2,3005.1,6/29/2023,,Shortage,,OSD
9111345605,9111345605,323487,53.28,2,26.64,6/29/2023,,Shortage,,OSD
9111345605,9111345605,320122,19366.2,3,6455.4,6/29/2023,,Shortage,,OSD
9111345605,9111345605,328411,368.66,3,122.8866667,6/29/2023,,Shortage,,OSD
9111345605,9111345605,324909,184.33,9,20.48111111,6/29/2023,,Shortage,,OSD
9111345605,9111345605,328468,552.99,29,19.06862069,6/29/2023,,Shortage,,OSD
9111345605,9111345605,328438,552.99,1,552.99,6/29/2023,,Shortage,,OSD
9111345605,9111345605,320109,4674.6,9,519.4,6/29/2023,,Shortage,,OSD
9112025789,9112025789,302830,201.6,3,67.2,12/26/2023,,Shortage,,OSD
9112025789,9112025789,305837,520.8,2,260.4,12/26/2023,,Shortage,,OSD
9112025789,9112025789,309646,130,2,65,12/26/2023,,Shortage,,OSD
9112025789,9112025789,309653,1075.36,11,97.76,12/26/2023,,Shortage,,OSD
9111896038,9111896038,515079,3030,4,757.5,11/16/2023,,Shortage,,OSD
9111896038,9111896038,B2951-96,1316.34,3,438.78,11/16/2023,,Shortage,,OSD
9109906873,9109906873,50-7510 ,5832,9,648,7/18/2022,,Shortage,,OSD
9111936901,9111936901,ST218101,6968.7,2.7,2581,11/16/2023,,Shortage,,OSD
9110057732,9110057732,4403A,2508,22,114,8/18/2023,,Shortage,,OSD
9110057732,9110057732,4406,2260.65,15,150.71,8/18/2023,,Shortage,,OSD
9110057732,9110057732,4412A,3628.8,14,259.2,8/18/2023,,Shortage,,OSD
9111618049,9111618049,10942011,197.2,2,98.6,9/7/2023,,Shortage,,OSD
9111618049,9111618049,11088483,293,1,293,9/7/2023,,Shortage,,OSD
9111618049,9111618049,11532269,1518,6,253,9/7/2023,,Shortage,,OSD
9111618049,9111618049,20558E,1848,7,264,9/7/2023,,Shortage,,OSD
9111618049,9111618049,2477-0007,463,5,92.6,9/7/2023,,Shortage,,OSD
9111618049,9111618049,363083,722.7,3,240.9,9/7/2023,,Shortage,,OSD
9111618049,9111618049,36490200,2821.5,15,188.1,9/7/2023,,Shortage,,OSD
9111618049,9111618049,365978,831.2,5,166.24,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367342,3411.36,8,426.42,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367344,852.84,2,426.42,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367364,442.9,1,442.9,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367365,442.9,1,442.9,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367871,1187.7,3,395.9,9/7/2023,,Shortage,,OSD
9111618049,9111618049,367986,5635,14,402.5,9/7/2023,,Shortage,,OSD
9111618049,9111618049,368101,1149.24,3,383.08,9/7/2023,,Shortage,,OSD
9111618049,9111618049,371073,3264.03,9,362.67,9/7/2023,,Shortage,,OSD
9111618049,9111618049,381423,1122,3,374,9/7/2023,,Shortage,,OSD
9111618049,9111618049,381534,374,1,374,9/7/2023,,Shortage,,OSD
9111618049,9111618049,383591,2041.6,4,510.4,9/7/2023,,Shortage,,OSD
9111618049,9111618049,515078,1449.6,3,483.2,9/7/2023,,Shortage,,OSD
9110688171,9110688171,320550,2520,4,630,1/11/2023,,Shortage,,OSD
9111616897,9111616897,304387,465,3,155,9/7/2023,,Shortage,,OSD
9111616897,9111616897,36490200,1692.9,9,188.1,9/7/2023,,Shortage,,OSD
9111616897,9111616897,381444,1122,3,374,9/7/2023,,Shortage,,OSD
9111616897,9111616897,383512,2587.2,7,369.6,9/7/2023,,Shortage,,OSD
9111616897,9111616897,383591,3062.4,6,510.4,9/7/2023,,Shortage,,OSD
9111616897,9111616897,515060,1404,1,1404,9/7/2023,,Shortage,,OSD
9111616897,9111616897,515078,483.2,1,483.2,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305053,369.6,4,92.4,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305060,776,5,155.2,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305064,1425.6,12,118.8,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305198,282,2,141,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305218,382.5,5,76.5,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305436,187.2,2,93.6,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305487,660.96,6,110.16,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305551,5654.4,48,117.8,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305616,1125.12,8,140.64,9/7/2023,,Shortage,,OSD
9111616897,9111616897,305901,155,1,155,9/7/2023,,Shortage,,OSD
9111616897,9111616897,309628,1449.6,4,362.4,9/7/2023,,Shortage,,OSD
9111616897,9111616897,309695,801.6,6,133.6,9/7/2023,,Shortage,,OSD
9111616897,9111616897,383516,5174.4,14,369.6,9/7/2023,,Shortage,,OSD
9111616897,9111616897,306547,15310.08,72,212.64,9/7/2023,,Shortage,,OSD
9110699459,9110699459,256082,41040,144,285,1/6/2023,,Shortage,,OSD
9110941132,9110941132,305609,1010.4,6,168.4,3/16/2023,,Shortage,,OSD
9110941132,9110941132,363083,722.7,3,240.9,3/16/2023,,Shortage,,OSD
9110941132,9110941132,36490200,5831.1,31,188.1,3/16/2023,,Shortage,,OSD
9110941132,9110941132,368607,1731.84,8,216.48,3/16/2023,,Shortage,,OSD
9110941132,9110941132,368608,864.96,4,216.24,3/16/2023,,Shortage,,OSD
9110941132,9110941132,371073,1813.35,5,362.67,3/16/2023,,Shortage,,OSD
9110941132,9110941132,381544,748,2,374,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367986,5232.5,13,402.5,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367861,3226.6,13,248.2,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367960,823.8,2,411.9,3/16/2023,,Shortage,,OSD
9110941132,9110941132,365974,317.96,2,158.98,3/16/2023,,Shortage,,OSD
9110941132,9110941132,365976,563.88,6,93.98,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367296,1987.02,7,283.86,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367298,283.86,1,283.86,3/16/2023,,Shortage,,OSD
9110941132,9110941132,367281,2272.32,8,284.04,3/16/2023,,Shortage,,OSD
9110941132,9110941132,371163,465.96,2,232.98,3/16/2023,,Shortage,,OSD
9110941132,9110941132,302832,4224.64,46,91.84,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305165,180,2,90,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305197,141,1,141,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305344,401.04,3,133.68,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305435,1876.8,24,78.2,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305436,280.8,3,93.6,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305464,176.4,1,176.4,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305517,961.6,8,120.2,3/16/2023,,Shortage,,OSD
9110941132,9110941132,305616,140.64,1,140.64,3/16/2023,,Shortage,,OSD
9110941132,9110941132,309620,1958.4,12,163.2,3/16/2023,,Shortage,,OSD
9110941132,9110941132,309628,724.8,2,362.4,3/16/2023,,Shortage,,OSD
9110941132,9110941132,309695,133.6,1,133.6,3/16/2023,,Shortage,,OSD
9110941132,9110941132,366592,477.6,1,477.6,3/16/2023,,Shortage,,OSD
9110941132,9110941132,383539,454.4,1,454.4,3/16/2023,,Shortage,,OSD
9110759309,9110759309,256082,41040,144,285,4/3/2023,,Shortage,,OSD
9110815043,9110815043,4406,5877.69,39,150.71,2/6/2023,,Shortage,,OSD
9110815043,9110815043,4412A,2073.6,8,259.2,2/6/2023,,Shortage,,OSD
9110815043,9110815043,930415,1097.2,8,137.15,2/6/2023,,Shortage,,OSD
9110815043,9110815043,930700,16331.4,36,453.65,2/6/2023,,Shortage,,OSD
9110815043,9110815043,930815,6240.36,28,222.87,2/6/2023,,Shortage,,OSD
9110815043,9110815043,930825,1560.09,7,222.87,2/6/2023,,Shortage,,OSD
9110914283,9110914283,326895,76.8,0,19.2,3/15/2023,,Shortage,,OSD
9110914283,9110914283,329412,119.25,0,119.25,3/15/2023,,Shortage,,OSD
9110914283,9110914283,320550,6930,0,630,3/15/2023,,Shortage,,OSD
9110914283,9110914283,305935,333.76,0,166.88,3/15/2023,,Shortage,,OSD
9110914283,9110914283,323487,50.16,0,25.08,3/15/2023,,Shortage,,OSD
9110914283,9110914283,328203,1260,0,630,3/15/2023,,Shortage,,OSD
9110914283,9110914283,320749,630,0,630,3/15/2023,,Shortage,,OSD
9110914283,9110914283,328411,347.8,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,328466,869.5,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,324909,173.9,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,324911,173.9,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,324912,347.8,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,328418,521.7,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,328468,347.8,0,173.9,3/15/2023,,Shortage,,OSD
9110914283,9110914283,320119,11970,0,630,3/15/2023,,Shortage,,OSD
9110914283,9110914283,320109,8190,0,630,3/15/2023,,Shortage,,OSD
9111785290,9111785290,220244,1500,12,125,11/28/2023,,Shortage,,OSD
9111955082,9111955082,FP-23-AD008,445,1,445,1/10/2024,,Shortage,,OSD
9111955082,9111955082,LH-0029YN,1984,2,992,1/10/2024,,Shortage,,OSD
9111955082,9111955082,LH-0031,29184,32,912,1/10/2024,,Shortage,,OSD
9111955082,9111955082,LH-0031YN,67456,68,992,1/10/2024,,Shortage,,OSD
9111955082,9111955082,LH-0032,2736,3,912,1/10/2024,,Shortage,,OSD
9111955082,9111955082,LH-0032YN,992,1,992,1/10/2024,,Shortage,,OSD
9111955082,9111955082,VPPCSP,7010,2,3505,1/10/2024,,Shortage,,OSD
9111955082,9111955082,132015,1196,1,1196,1/10/2024,,Shortage,,OSD
9111955082,9111955082,632034,24780.8,32,774.4,1/10/2024,,Shortage,,OSD
9111955082,9111955082,651910,9891.2,11,899.2,1/10/2024,,Shortage,,OSD
9111955082,9111955082,652010,899.2,1,899.2,1/10/2024,,Shortage,,OSD
9111955082,9111955082,672034,4784,5,956.8,1/10/2024,,Shortage,,OSD
9111803969,9111803969,256045,82080,288,285,10/30/2023,,Shortage,,OSD
9112119739,9112119739,302995,696.8,13,53.6,1/8/2024,,Shortage,,OSD
9112119739,9112119739,303345,452,2,226,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305017,116.84,2,58.42,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305127,90,1,90,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305195,320,5,64,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305217,382.5,5,76.5,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305219,306,2,153,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305489,251.28,3,83.76,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305764,260.4,1,260.4,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305787,309.6,4,77.4,1/8/2024,,Shortage,,OSD
9112119739,9112119739,305829,260.4,1,260.4,1/8/2024,,Shortage,,OSD
9112119739,9112119739,306610,189.75,3,63.25,1/8/2024,,Shortage,,OSD
9112119739,9112119739,363083,481.8,2,240.9,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367203,838,5,167.6,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367281,3408.48,12,284.04,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367283,6816.96,24,284.04,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367298,851.58,3,283.86,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367856,262.4,2,131.2,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367861,3474.8,14,248.2,1/8/2024,,Shortage,,OSD
9112119739,9112119739,367960,1235.7,3,411.9,1/8/2024,,Shortage,,OSD
9112119739,9112119739,368607,3030.72,14,216.48,1/8/2024,,Shortage,,OSD
9112119739,9112119739,371073,1088.01,3,362.67,1/8/2024,,Shortage,,OSD
9112119739,9112119739,371163,465.96,2,232.98,1/8/2024,,Shortage,,OSD
9112119739,9112119739,372053,256.74,1,256.74,1/8/2024,,Shortage,,OSD
9112119739,9112119739,383313,754,1,754,1/8/2024,,Shortage,,OSD
9111665552,9111665552,367962,22614.2,58,389.9,10/10/2023,,Shortage,,OSD
9111664662,9111664662,326895,1101.6,54,20.4,9/26/2023,,Shortage,,OSD
9111664662,9111664662,328418,184.33,1,184.33,9/26/2023,,Shortage,,OSD
9111664662,9111664662,328438,184.33,1,184.33,9/26/2023,,Shortage,,OSD
9111664662,9111664662,328203,667.8,1,667.8,9/26/2023,,Shortage,,OSD
9111664662,9111664662,320109,3339,5,667.8,9/26/2023,,Shortage,,OSD
9111664662,9111664662,329515,665.84,1,665.84,9/26/2023,,Shortage,,OSD
9111664662,9111664662,328466,1105.98,6,184.33,9/26/2023,,Shortage,,OSD
9111664662,9111664662,320122,5342.4,8,667.8,9/26/2023,,Shortage,,OSD
9111664662,9111664662,320574,461.04,1,461.04,9/26/2023,,Shortage,,OSD
9111664662,9111664662,324906,245.44,2,122.72,9/26/2023,,Shortage,,OSD
9111664662,9111664662,320749,3339,5,667.8,9/26/2023,,Shortage,,OSD
9111664662,9111664662,320550,5342.4,8,667.8,9/26/2023,,Shortage,,OSD
9111905714,9111905714,320550,19366.2,29,667.8,11/24/2023,,Shortage,,OSD
9111772241,9111772241,306546,8505.6,40,212.64,10/24/2023,,Shortage,,OSD
9112030133,9112030133,256041,6270,22,285,12/11/2023,,Shortage,,OSD
9111973459,9111973459,305837,6249.6,24,260.4,12/11/2023,,Shortage,,OSD
9111612709,9111612709,324911,1474.64,8,184.33,9/7/2023,,Shortage,,OSD
9111631290,9111631290,306546,212.64,1,212.64,9/11/2023,,Shortage,,OSD
9111631290,9111631290,306547,10632,50,212.64,9/11/2023,,Shortage,,OSD
9111681718,9111681718,515100,12150,9,1350,9/25/2023,,Shortage,,OSD
9111681718,9111681718,309646,65,4,16.25,9/25/2023,,Shortage,,OSD
9111681718,9111681718,10012241-0500,2700,6,450,9/25/2023,,Shortage,,OSD
9111681720,9111681720,0010012241-0500,1350,3,450,9/25/2023,,Shortage,,OSD
9111681720,9111681720,305614,362.4,2,181.2,9/25/2023,,Shortage,,OSD
9111681720,9111681720,309646,130,2,65,9/25/2023,,Shortage,,OSD
9111681720,9111681720,381523,374,1,374,9/25/2023,,Shortage,,OSD
9111681720,9111681720,305196,128,2,64,9/25/2023,,Shortage,,OSD
9111441226,9111441226,320109,1335.6,2,667.8,10/5/2023,,Shortage,,OSD
9111441226,9111441226,328438,368.66,2,184.33,10/5/2023,,Shortage,,OSD
9111441226,9111441226,320550,667.8,1,667.8,10/5/2023,,Shortage,,OSD
9111792254,9111792254,326895,265.2,13,20.4,10/25/2023,,Shortage,,OSD
9111792254,9111792254,320119,13356,20,667.8,10/25/2023,,Shortage,,OSD
9111792254,9111792254,328431,368.66,2,184.33,10/25/2023,,Shortage,,OSD
9111792254,9111792254,329515,6658.4,10,665.84,10/25/2023,,Shortage,,OSD
9111792252,9111792252,302832,918.4,40,22.96,10/25/2023,,Shortage,,OSD
9111792252,9111792252,306414,1286.4,64,20.1,10/25/2023,,Shortage,,OSD
9111792252,9111792252,305195,512,80,6.4,10/25/2023,,Shortage,,OSD
9111792252,9111792252,305219,306,10,30.6,10/25/2023,,Shortage,,OSD
9111452444,9111452444,320550,2003.4,3,667.8,7/24/2023,,Shortage,,OSD
9111100570,9111100570,320109,47250,75,630,4/27/2023,,Shortage,,OSD
9111100570,9111100570,320119,28980,46,630,4/27/2023,,Shortage,,OSD
9111100570,9111100570,320122,18270,29,630,4/27/2023,,Shortage,,OSD
9111100570,9111100570,320749,15120,24,630,4/27/2023,,Shortage,,OSD
9111100570,9111100570,324702,354.42,9,39.38,4/27/2023,,Shortage,,OSD
9111100570,9111100570,324703,165.44,4,41.36,4/27/2023,,Shortage,,OSD
9110151120,9110151120,256045,31350,110,285,11/17/2022,,Shortage,,OSD
9111592577,9111592577,4406,1657.81,11,150.71,8/31/2023,,Shortage,,OSD
9111592577,9111592577,930400,4747.68,36,131.88,8/31/2023,,Shortage,,OSD
9111592577,9111592577,930480,190.8,1,190.8,8/31/2023,,Shortage,,OSD
9111592577,9111592577,930715,2911.8,6,485.3,8/31/2023,,Shortage,,OSD
9111592577,9111592577,930725,2426.5,5,485.3,8/31/2023,,Shortage,,OSD
9111592577,9111592577,930815,26744.4,120,222.87,8/31/2023,,Shortage,,OSD
9111592577,9111592577,960120,267.5,2,133.75,8/31/2023,,Shortage,,OSD
9111563547,9111563547,260103,400,1,400,8/24/2023,,Shortage,,OSD
9111563547,9111563547,383510,369.6,1,369.6,8/24/2023,,Shortage,,OSD
9111563547,9111563547,4403A,684,6,114,8/24/2023,,Shortage,,OSD
9111563547,9111563547,4406,3767.75,25,150.71,8/24/2023,,Shortage,,OSD
9111563547,9111563547,4412A,259.2,1,259.2,8/24/2023,,Shortage,,OSD
9111563547,9111563547,930299,53484,120,445.7,8/24/2023,,Shortage,,OSD
9111563547,9111563547,930400,9495.36,72,131.88,8/24/2023,,Shortage,,OSD
9111563547,9111563547,930725,2911.8,6,485.3,8/24/2023,,Shortage,,OSD
9111563547,9111563547,930815,40116.6,180,222.87,8/24/2023,,Shortage,,OSD
9111563547,9111563547,960110,390,1,390,8/24/2023,,Shortage,,OSD
9111655498,9111655498,10802688,1344,4,336,9/11/2023,,Shortage,,OSD
9111655498,9111655498,305765,260.4,1,260.4,9/11/2023,,Shortage,,OSD
9111655498,9111655498,366430,1510.4,2,755.2,9/11/2023,,Shortage,,OSD
9111655498,9111655498,MZ1000-07,29760,192,155,9/11/2023,,Shortage,,OSD
9111869713,9111869713,367815,2968,16,185.5,12/18/2023,,Shortage,,OSD
9111806620,9111806620,50-7510,202176,312,648,10/24/2023,,Shortage,,OSD
9111437671,9111437671,930815,23847.09,107,222.87,7/21/2023,,Shortage,,OSD
9111417388,9111417388,4406,4672.01,31,150.71,7/14/2023,,Shortage,,OSD
9111417388,9111417388,5513E ,150,3,50,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930299,8914,20,445.7,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930400,4747.68,36,131.88,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930415,960.05,7,137.15,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930715,9220.7,19,485.3,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930725,970.6,2,485.3,7/14/2023,,Shortage,,OSD
9111417388,9111417388,930815,13372.2,60,222.87,7/14/2023,,Shortage,,OSD
9111417388,9111417388,260103,400,1,400,7/14/2023,,Shortage,,OSD
9112010709,9112010709,306547,4252.8,20,212.64,12/14/2023,,Shortage,,OSD
9112010709,9112010709,303134,248.4,3,82.8,12/14/2023,,Shortage,,OSD
9112010709,9112010709,305609,842,5,168.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,309657,2390.4,36,66.4,12/14/2023,,Shortage,,OSD
9112010709,9112010709,363083,722.7,3,240.9,12/14/2023,,Shortage,,OSD
9112010709,9112010709,367364,1771.6,4,442.9,12/14/2023,,Shortage,,OSD
9112010709,9112010709,368101,766.16,2,383.08,12/14/2023,,Shortage,,OSD
