PO,External ID,Title,ASIN,Model Number,Freight Term,Qty,Unit Cost,Amount,Shortage quantity,Amount shortage,Last received date,ASIN received,Quantity received,Unit cost,Amount received,External Id Type,Backordered,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Quantity Outstanding,Case Cost,Total Cost,Accepted Quantity
3EFY61YQ,38000162480,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Homestyle, 29.6oz Box (24 Waffles)​",B000SKI5AY,claveria,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,28-09-2023,B000SKI5AY,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
3EFY61YQ,38000162497,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Buttermilk, 29.6oz Box (24 Waffles)",B000SKNWC0,3800016249,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,28-09-2023,B000SKNWC0,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
3EFY61YQ,1.00E+13,"MorningStar Farms Veggie Breakfast Meatless Bacon Strips, Plant Based Protein, Frozen Breakfast, Original, 5.25oz Box (1 Box)",B000SKP4OE,claveria,Prepaid,240,$3.34 ,$801.60 ,0,$0.00 ,28-09-2023,B000SKP4OE,240,$3.34 ,$801.60 ,,,,,,,,,,,,,
3EFY61YQ,38000114809,"Eggo Minis Frozen Waffle Bites, Frozen Breakfast, Breakfast Food, Cinnamon Toast, 10.75oz Box (10 Waffles)",B000SKP4V2,3800011480,Prepaid,240,$2.45 ,$588.00 ,0,$0.00 ,28-09-2023,B000SKP4V2,240,$2.45 ,$588.00 ,,,,,,,,,,,,,
3EFY61YQ,38000260650,"Eggo Minis Frozen Pancakes Bites, Frozen Breakfast, Breakfast Food, Original, 14.1oz Box (40 Pancakes)",B0010B1LQ0,claveria,Prepaid,880,$2.45 ,"$2,156.00 ",0,$0.00 ,28-09-2023,B0010B1LQ0,880,$2.45 ,"$2,156.00 ",,,,,,,,,,,,,
3EFY61YQ,28989100870,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",B0014CSKCI,claveria,Prepaid,150,$3.34 ,$501.00 ,0,$0.00 ,28-09-2023,B0014CSKCI,150,$3.34 ,$501.00 ,,,,,,,,,,,,,
3EFY61YQ,38000162503,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Chocolatey Chip, 29.6oz Box (24 Waffles)",B00H348CPG,38000129964,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,28-09-2023,B00H348CPG,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
3EFY61YQ,38000396724,"Eggo Frozen Pancakes, Frozen Breakfast, Chocolatey Chip, 14.8oz Box (12 Pancakes)",B00LB2TLXS,,Prepaid,80,$2.45 ,$196.00 ,0,$0.00 ,28-09-2023,B00LB2TLXS,80,$2.45 ,$196.00 ,,,,,,,,,,,,,
3EFY61YQ,38000565144,"Eggo Frozen Waffles, Frozen Breakfast, Resealable, Strawberry, 12.3Oz Box (10 Waffles)",B00LB2UBAA,SUVELAM,Prepaid,400,$2.45 ,$980.00 ,0,$0.00 ,28-09-2023,B00LB2UBAA,400,$2.45 ,$980.00 ,,,,,,,,,,,,,
3EFY61YQ,38000162527,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Blueberry, 29.6oz Box (24 Waffles)",B00LB57K56,,Prepaid,80,$5.02 ,$401.60 ,0,$0.00 ,28-09-2023,B00LB57K56,80,$5.02 ,$401.60 ,,,,,,,,,,,,,
3EFY61YQ,38000162534,"Eggo Minis Frozen Waffle Bites, Frozen Breakfast, Breakfast Food, Family Pack, Cinnamon Toast, 25.8oz Box (24 Waffles)",B00LB57K8I,,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,28-09-2023,B00LB57K8I,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
3EFY61YQ,28989101013,"MorningStar Farms Meatless Chicken Patties, Plant Based Protein Vegan Meat, Frozen Meal, Original, 10oz Bag (4 Patties)",B01D4OL27S,,Prepaid,320,$3.34 ,"$1,068.80 ",8,$26.72 ,28-09-2023,B01D4OL27S,312,$3.34 ,"$1,042.08 ",,,,,,,,,,,,,
3EFY61YQ,28989100634,"MorningStar Farms Veggie Burgers, Plant Based Protein, Frozen Meal, Spicy Black Bean, 9.5Oz Bag (4 Burgers)",B01EUTOK8O,,Prepaid,320,$3.34 ,"$1,068.80 ",0,$0.00 ,28-09-2023,B01EUTOK8O,320,$3.34 ,"$1,068.80 ",,,,,,,,,,,,,
3EFY61YQ,28989101099,"MorningStar Farms Veggitizers Meatless Chicken Wings, Plant Based Protein Vegan Meat, Frozen Meal, Buffalo, 10.5oz Bag (1 Bag)",B01EUTOKAW,,Prepaid,300,$3.34 ,"$1,002.00 ",0,$0.00 ,28-09-2023,B01EUTOKAW,300,$3.34 ,"$1,002.00 ",,,,,,,,,,,,,
3EFY61YQ,28989101075,"MorningStar Farms Meatless Chicken Nuggets, Vegan Plant Based Protein, Frozen Meal, Original, 10.5oz Bag (1 Bag)",B01EUTOLRE,2898910107,Prepaid,300,$3.34 ,"$1,002.00 ",0,$0.00 ,28-09-2023,B01EUTOLRE,300,$3.34 ,"$1,002.00 ",,,,,,,,,,,,,
3EFY61YQ,38000191084,"Eggo Thick and Fluffy Frozen Waffles, Resealable, Belgian Style, Blueberry, 11.6oz Box (6 Waffles)",B079YTWSVN,,Prepaid,160,$2.74 ,$438.40 ,0,$0.00 ,28-09-2023,B079YTWSVN,160,$2.74 ,$438.40 ,,,,,,,,,,,,,
3EFY61YQ,28989100832,"MorningStar Farms Veggie Burgers, Plant Based, Frozen Meal, Grillers Prime, 10oz Bag (4 Burgers)",B07GBFTJV6,,Prepaid,320,$3.34 ,"$1,068.80 ",0,$0.00 ,28-09-2023,B07GBFTJV6,320,$3.34 ,"$1,068.80 ",,,,,,,,,,,,,
3EFY61YQ,28989100894,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Value Pack, Original, 16oz Bag (12 Patties)",B07VPDP4NB,,Prepaid,110,$5.75 ,$632.50 ,0,$0.00 ,28-09-2023,B07VPDP4NB,110,$5.75 ,$632.50 ,,,,,,,,,,,,,
3EFY61YQ,18627111788,"Kashi Go Frozen Protein Waffles, 10.7 Oz, 8 Ct Box",B0864N3N43,,Prepaid,160,$3.47 ,$555.20 ,0,$0.00 ,28-09-2023,B0864N3N43,160,$3.47 ,$555.20 ,,,,,,,,,,,,,
3EFY61YQ,18627111801,"Kashi Go Protein Waffles Wild Blueberry, 8 Ct",B0864N9N55,,Prepaid,160,$3.47 ,$555.20 ,0,$0.00 ,28-09-2023,B0864N9N55,160,$3.47 ,$555.20 ,,,,,,,,,,,,,
3EFY61YQ,38000249099,"Eggo Thick and Fluffy Frozen Waffles, Frozen Breakfast, Resealable, Blueberry, 11.6oz Box (6 Waffles)",B08WVCXX1H,,Prepaid,8,$2.74 ,$21.92 ,0,$0.00 ,28-09-2023,B08WVCXX1H,8,$2.74 ,$21.92 ,,,,,,,,,,,,,
3EFY61YQ,38000279782,"Eggo Frozen Waffles, Frozen Breakfast, Chocolatey Chip Banana, 12.3oz Box (10 Waffles)",B0BJP4D35B,,Prepaid,40,$2.45 ,$98.00 ,0,$0.00 ,28-09-2023,B0BJP4D35B,40,$2.45 ,$98.00 ,,,,,,,,,,,,,
3EFY61YQ,38000279867,"Eggo Minis Frozen Mini Waffles, Frozen Breakfast, Mixed Berry Toast, 10.75oz (40 Waffles)",B0BKR626HX,,Prepaid,40,$2.45 ,$98.00 ,0,$0.00 ,28-09-2023,B0BKR626HX,40,$2.45 ,$98.00 ,,,,,,,,,,,,,
4Y8IPQNY,1.01E+13,"Carr's Entertainment Crackers, Snack Crackers, Party Snacks, Variety Pack, 7.05oz Box (1 Box)",B0011CXBAC,5929057461,Prepaid,12,$4.49 ,$53.88 ,12,$53.88 ,,,,,,,,,,,,,,,,,,
4Y8IPQNY,1.00E+13,"Zesta Saltine Crackers, Soup Crackers, Lunch Snacks, Original, 16oz Box (1 Box)",B003YDZOFQ,3010000133,Prepaid,240,$3.24 ,$777.60 ,0,$0.00 ,5/11/2023,B003YDZOFQ,240,$3.24 ,$777.60 ,,,,,,,,,,,,,
4Y8IPQNY,38000343896,"Kellogg's Special K Protein Meal Bars, Meal Replacement, Protein Snacks, Chocolatey Chip Cookie Dough, 9.5Oz Box (6 Bars)",B00J50PRS6,3800034389,Prepaid,24,$5.75 ,$138.00 ,0,$0.00 ,29-10-2023,B00J50PRS6,24,$5.75 ,$138.00 ,,,,,,,,,,,,,
4Y8IPQNY,38000221668,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Chocolate Chip Drizzle, 13.5oz Box (8 Pop-Tarts)",B07YV1W5M5,,Prepaid,120,$2.94 ,$352.80 ,36,$105.84 ,4/11/2023,B07YV1W5M5,84,$2.94 ,$246.96 ,,,,,,,,,,,,,
4Y8IPQNY,24100117161,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Extra Toasty,1 Ounce (Pack of 12)",B07ZTTGDG4,,Prepaid,48,$6.08 ,$291.84 ,0,$0.00 ,29-10-2023,B07ZTTGDG4,48,$6.08 ,$291.84 ,,,,,,,,,,,,,
4Y8IPQNY,38000261299,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Boston Crème Donut, 13.5oz Box (8 Pop-Tarts)",B09GW6QW27,,Prepaid,120,$2.94 ,$352.80 ,0,$0.00 ,5/11/2023,B09GW6QW27,120,$2.94 ,$352.80 ,,,,,,,,,,,,,
4Y8IPQNY,24100001491,"Kellogg's Snacks, Lunch Snacks, Kids Snacks, Mega Pack, Variety Pack, 30.1oz Box (30 Packs)",B09RCSXZYW,,Prepaid,40,$12.84 ,$513.60 ,0,$0.00 ,31-10-2023,B09RCSXZYW,40,$12.84 ,$513.60 ,,,,,,,,,,,,,
4Y8IPQNY,38000278808,"Kellogg's Pop-Tarts Apple Jacks Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Apple Cinnamon Flavor, 13.5oz Box (8 Pop-Tarts)",B0BQ2PYKV6,,Prepaid,276,$2.94 ,$811.44 ,4,$11.76 ,4/11/2023,B0BQ2PYKV6,272,$2.94 ,$799.68 ,,,,,,,,,,,,,
2D6W5SCY,38000291753,"Kellogg's Special K Protein Meal Bars, 12g Protein Snacks, Meal Replacement, Strawberry, 9.5oz Box (6 Bars)",B000M2Y04S,3800029175,Prepaid,18,$5.75 ,$103.50 ,0,$0.00 ,20-07-2023,B000M2Y04S,18,$5.75 ,$103.50 ,,,,,,,,,,,,,
2D6W5SCY,18627786320,"Kashi Cold Breakfast Cereal, Vegan, Organic Fiber, Blueberry Clusters, 13.4oz Box (1 Box)",B000VK42Q2,18627510031,Prepaid,10,$4.12 ,$41.20 ,0,$0.00 ,20-07-2023,B000VK42Q2,10,$4.12 ,$41.20 ,,,,,,,,,,,,,
2D6W5SCY,18627703112,"Kashi Cold Breakfast Cereal, Vegan Protein, Organic Fiber Cereal, Autumn Wheat, 16.3oz Box (1 Box)",B000VK9V2C,1862770311,Prepaid,84,$4.12 ,$346.08 ,0,$0.00 ,20-07-2023,B000VK9V2C,84,$4.12 ,$346.08 ,,,,,,,,,,,,,
2D6W5SCY,1.09E+13,"Granola, Bear Naked, Banana Nut, Vegetarian and Non-GMO Project Verified, 12oz Bag",B000VK9V68,8.56E+11,Prepaid,18,$4.10 ,$73.80 ,0,$0.00 ,20-07-2023,B000VK9V68,18,$4.10 ,$73.80 ,,,,,,,,,,,,,
2D6W5SCY,1.01E+13,"Carr's, Whole Wheat Crackers, Non-GMO Project Verified, Baked with 100% Whole Grain, 7oz Box",B0011BPN7C,5929057349,Prepaid,36,$3.40 ,$122.40 ,0,$0.00 ,20-07-2023,B0011BPN7C,36,$3.40 ,$122.40 ,,,,,,,,,,,,,
2D6W5SCY,1.01E+13,"Carr's Entertainment Crackers, Snack Crackers, Party Snacks, Variety Pack, 7.05oz Box (1 Box)",B0011CXBAC,5929057461,Prepaid,12,$4.49 ,$53.88 ,0,$0.00 ,20-07-2023,B0011CXBAC,12,$4.49 ,$53.88 ,,,,,,,,,,,,,
2D6W5SCY,38000205200,"Kellogg's Corn Flakes Breakfast Cereal, Kids Cereal, Family Breakfast, Family Size, Original, 18oz Box (1 Box)",B0014CTTGE,3800000122,Prepaid,12,$5.70 ,$68.40 ,0,$0.00 ,20-07-2023,B0014CTTGE,12,$5.70 ,$68.40 ,,,,,,,,,,,,,
2D6W5SCY,18627703372,"Kashi GO Cold Breakfast Cereal, Vegetarian Protein, Fiber Cereal, Honey Almond Flax Crunch, 14oz Box (1 Box)",B0014GZGW6,1862770337,Prepaid,60,$4.12 ,$247.20 ,0,$0.00 ,20-07-2023,B0014GZGW6,60,$4.12 ,$247.20 ,,,,,,,,,,,,,
2D6W5SCY,59290206296,"Carr's Crackers, Baked Snack Crackers, Party Snacks, Rosemary, 5oz Box (1 Box)",B003YDUSUM,5929020629,Prepaid,60,$3.40 ,$204.00 ,0,$0.00 ,20-07-2023,B003YDUSUM,60,$3.40 ,$204.00 ,,,,,,,,,,,,,
2D6W5SCY,38000358029,"Nutri-Grain Soft Baked Breakfast Bars, Kids Snacks, Whole Grain, Raspberry, 10.4oz Box (8 Bars)",B003YDZQHC,3800035802,Prepaid,12,$3.07 ,$36.84 ,0,$0.00 ,20-07-2023,B003YDZQHC,12,$3.07 ,$36.84 ,,,,,,,,,,,,,
2D6W5SCY,30100100690,"Club Crackers, Snack Crackers, Party Snacks, Reduced Fat, 11.7oz Box (1 Box)",B003YE3U8I,3010010069,Prepaid,12,$3.81 ,$45.72 ,0,$0.00 ,20-07-2023,B003YE3U8I,12,$3.81 ,$45.72 ,,,,,,,,,,,,,
2D6W5SCY,18627703631,"Kashi GO Cold Breakfast Cereal, Vegan Protein, Fiber Cereal, Cinnamon Crisp, 14oz Box (1 Box)",B006SWIEC0,1862770363,Prepaid,12,$4.12 ,$49.44 ,0,$0.00 ,20-07-2023,B006SWIEC0,12,$4.12 ,$49.44 ,,,,,,,,,,,,,
2D6W5SCY,24100594405,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Extra Big, 11.7oz Box (1 Box)",B008JBDMO8,2410059440,Prepaid,12,$4.17 ,$50.04 ,0,$0.00 ,20-07-2023,B008JBDMO8,12,$4.17 ,$50.04 ,,,,,,,,,,,,,
2D6W5SCY,18627703204,"Kashi GO Breakfast Cereal, Vegetarian Protein, Fiber Cereal, Original, 13.1oz Box (1 Box)",B008MHKX78,1862770320,Prepaid,20,$4.12 ,$82.40 ,0,$0.00 ,20-07-2023,B008MHKX78,20,$4.12 ,$82.40 ,,,,,,,,,,,,,
2D6W5SCY,18627703457,"Kashi GO Breakfast Cereal, Vegan Protein, Fiber Cereal, Toasted Berry Crisp, 14oz Box (1 Box)",B008MHKXIC,1862770345,Prepaid,144,$4.12 ,$593.28 ,0,$0.00 ,20-07-2023,B008MHKXIC,144,$4.12 ,$593.28 ,,,,,,,,,,,,,
2D6W5SCY,18627703334,"Kashi Cold Breakfast Cereal, Vegan, Organic Fiber Cereal, Island Vanilla, 16.3oz Box (1 Box)",B008U5OSIW,1862770333,Prepaid,12,$4.12 ,$49.44 ,0,$0.00 ,20-07-2023,B008U5OSIW,12,$4.12 ,$49.44 ,,,,,,,,,,,,,
2D6W5SCY,30100784661,"Town House Pita Crackers Oven Baked Crackers, Party Snacks, Mediterranean Herb, 9.5oz Box (1 Box)",B00DBSFXTQ,3010078466,Prepaid,12,$3.81 ,$45.72 ,0,$0.00 ,20-07-2023,B00DBSFXTQ,12,$3.81 ,$45.72 ,,,,,,,,,,,,,
2D6W5SCY,30100784579,"Town House Pita Oven Baked Crackers, Lunch Snacks, Snack Crackers, Sea Salt, 9.5oz Box (1 Box)",B00DBSFXUA,3010078457,Prepaid,24,$3.81 ,$91.44 ,0,$0.00 ,20-07-2023,B00DBSFXUA,24,$3.81 ,$91.44 ,,,,,,,,,,,,,
2D6W5SCY,24100594740,"Cheez-It Grooves Crunchy Cheese Crackers, Snack Crackers, Lunch Snacks, Sharp White Cheddar, 9oz Box (1 Box)",B00FRDV1F8,2410059474,Prepaid,12,$4.17 ,$50.04 ,0,$0.00 ,20-07-2023,B00FRDV1F8,12,$4.17 ,$50.04 ,,,,,,,,,,,,,
2D6W5SCY,8.85E+11,"Bear Naked Granola, Maple Pecan, Non-GMO Project Verified and Kosher Dairy, 12oz Bag",B00I8QXJKG,88462348618,Prepaid,12,$4.10 ,$49.20 ,0,$0.00 ,20-07-2023,B00I8QXJKG,12,$4.10 ,$49.20 ,,,,,,,,,,,,,
2D6W5SCY,30100103080,"Town House FlipSides Oven Baked Crackers, Lunch Snacks, Snack Crackers, Original, 9.2oz Box (1 Box)",B00LAY2LD4,,Prepaid,12,$3.81 ,$45.72 ,0,$0.00 ,20-07-2023,B00LAY2LD4,12,$3.81 ,$45.72 ,,,,,,,,,,,,,
2D6W5SCY,30100490517,"Club Crackers, Mini Snack Crackers, Lunch Snacks, Original, 11oz Box (1 Box)",B00LRG65CS,3010049051,Prepaid,24,$3.81 ,$91.44 ,0,$0.00 ,20-07-2023,B00LRG65CS,24,$3.81 ,$91.44 ,,,,,,,,,,,,,
2D6W5SCY,24100535224,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Reduce Fat Original, 19oz Box (1 Box)",B00T2ZAO46,24100535224,Prepaid,12,$5.85 ,$70.20 ,0,$0.00 ,20-07-2023,B00T2ZAO46,12,$5.85 ,$70.20 ,,,,,,,,,,,,,
2D6W5SCY,18627104193,"Kashi Cold Breakfast Cereal, Vegetarian, Organic Fiber Cereal, Honey Toasted, 12oz Box (1 Box)",B00VSLNN68,190C,Prepaid,12,$4.12 ,$49.44 ,0,$0.00 ,20-07-2023,B00VSLNN68,12,$4.12 ,$49.44 ,,,,,,,,,,,,,
2D6W5SCY,79783101143,"Austin Sandwich Crackers, Single Serve Snack Crackers, Office and Kids Snacks, Peanut Butter on Cheese, 11oz Tray (8 Packs)",B01L3GXG78,7978348801,Prepaid,72,$2.20 ,$158.40 ,0,$0.00 ,20-07-2023,B01L3GXG78,72,$2.20 ,$158.40 ,,,,,,,,,,,,,
2D6W5SCY,24100110612,"Cheez-It DUOZ Crackers, Baked Snack Crackers, Office and Kids Snacks, Bacon and Cheddar, 12.4oz Box (1 Box)",B071XV433F,,Prepaid,24,$4.17 ,$100.08 ,0,$0.00 ,20-07-2023,B071XV433F,24,$4.17 ,$100.08 ,,,,,,,,,,,,,
2D6W5SCY,24100114900,"Cheez-It Snap'd Cheese Cracker Chipss, Thin Crisps, Lunch Snacks, Jalapeno Jack, 7.5oz Bag (1 Bag)",B07KX66JPN,,Prepaid,6,$4.17 ,$25.02 ,0,$0.00 ,20-07-2023,B07KX66JPN,6,$4.17 ,$25.02 ,,,,,,,,,,,,,
2D6W5SCY,24100114863,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Cheddar Sour Cream and Onion, 7.5oz Bag (1 Bag)",B07KXKVS2S,,Prepaid,6,$4.17 ,$25.02 ,0,$0.00 ,20-07-2023,B07KXKVS2S,6,$4.17 ,$25.02 ,,,,,,,,,,,,,
2D6W5SCY,38000198403,"All Bran Breakfast Cereal, 8 Vitamins and Minerals, High Fiber Cereal, Original, 18.6oz Box (1 Box)",B07RTD7YZP,SUVELAM,Prepaid,8,$5.70 ,$45.60 ,0,$0.00 ,20-07-2023,B07RTD7YZP,8,$5.70 ,$45.60 ,,,,,,,,,,,,,
2D6W5SCY,38000223372,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Brown Sugar Cinnamon, 13.5oz Box (8 Pop-Tarts)",B07YV124RX,,Prepaid,456,$2.94 ,"$1,340.64 ",0,$0.00 ,20-07-2023,B07YV124RX,456,$2.94 ,"$1,340.64 ",,,,,,,,,,,,,
2D6W5SCY,38000222689,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Raspberry, 13.5oz Box (8 Pop-Tarts)",B07YV1BG8K,,Prepaid,312,$2.94 ,$917.28 ,80,$235.20 ,20-07-2023,B07YV1BG8K,232,$2.94 ,$682.08 ,,,,,,,,,,,,,
2D6W5SCY,38000222641,"Pop-Tarts Toaster Pastries, Breakfast Foods, Kids Snacks, Frosted Chocolate Fudge, 13.5oz Box (8 Pop-Tarts)",B07YV1SPP7,,Prepaid,72,$2.94 ,$211.68 ,24,$70.56 ,20-07-2023,B07YV1SPP7,48,$2.94 ,$141.12 ,,,,,,,,,,,,,
2D6W5SCY,38000199455,"Kellogg's Frosted Mini-Wheats Breakfast Cereal, Fiber Cereal, Kids Snacks, Strawberry, 14.3oz Box (1 Box)",B07Z11XWHZ,3800019945,Prepaid,10,$4.45 ,$44.50 ,0,$0.00 ,20-07-2023,B07Z11XWHZ,10,$4.45 ,$44.50 ,,,,,,,,,,,,,
2D6W5SCY,79783101150,"Austin Sandwich Crackers, Single Serve Snack Crackers, Office and Kids Snacks, Peanut Butter on Toasty, 11oz Tray (8 Packs)",B07ZD2P8Q7,,Prepaid,24,$2.20 ,$52.80 ,0,$0.00 ,20-07-2023,B07ZD2P8Q7,24,$2.20 ,$52.80 ,,,,,,,,,,,,,
2D6W5SCY,24100117161,"Cheez-It Cheese Crackers, Baked Snack Crackers, Office and Kids Snacks, Extra Toasty,1 Ounce (Pack of 12)",B07ZTTGDG4,,Prepaid,8,$6.08 ,$48.64 ,0,$0.00 ,20-07-2023,B07ZTTGDG4,8,$6.08 ,$48.64 ,,,,,,,,,,,,,
2D6W5SCY,24100116591,"Cheez-It Cheese Crackers, Baked Snack Crackers, Lunch Snacks, Extra Cheesy, 12.4oz Box (1 Box)",B081TDBT3S,ou-us2-40050,Prepaid,36,$4.17 ,$150.12 ,0,$0.00 ,20-07-2023,B081TDBT3S,36,$4.17 ,$150.12 ,,,,,,,,,,,,,
2D6W5SCY,38000234521,"Kellogg's Apple Jacks Jumbo Snax Cereal Snacks, Lunch Box Snacks, Original, 5.4oz Box (12 Pouches)",B085YKWZTS,,Prepaid,12,$4.55 ,$54.60 ,0,$0.00 ,20-07-2023,B085YKWZTS,12,$4.55 ,$54.60 ,,,,,,,,,,,,,
2D6W5SCY,38000243776,"Kellogg's Froot Loops Cereal Bars, Kids Breakfast Bars, School Snacks, Original, 4.2oz Box (6 Bars)",B088BYC524,3800024377,Prepaid,8,$2.05 ,$16.40 ,0,$0.00 ,20-07-2023,B088BYC524,8,$2.05 ,$16.40 ,,,,,,,,,,,,,
2D6W5SCY,24100119233,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Double Cheese, 9oz Bag (12 Packs)",B08FSCVSVP,2410011923,Prepaid,8,$6.08 ,$48.64 ,0,$0.00 ,20-07-2023,B08FSCVSVP,8,$6.08 ,$48.64 ,,,,,,,,,,,,,
2D6W5SCY,24100116638,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Cheddar Sour Cream Onion, 12oz Bag (1 Bag)",B08FSCW15P,2410011663,Prepaid,15,$5.85 ,$87.75 ,0,$0.00 ,20-07-2023,B08FSCW15P,15,$5.85 ,$87.75 ,,,,,,,,,,,,,
2D6W5SCY,30100127345,"Club Cracker Crisps, Baked Snack Crackers, Party Snacks, Sea Salt, 7.1oz Bag (1 Bag)",B08FSJP1L3,3010012734,Prepaid,12,$3.81 ,$45.72 ,0,$0.00 ,20-07-2023,B08FSJP1L3,12,$3.81 ,$45.72 ,,,,,,,,,,,,,
2D6W5SCY,24100116652,"Cheez-It Snap'd Cheese Cracker Chips, Thin Crisps, Lunch Snacks, Double Cheese, 12oz Bag (1 Bag)",B08FSJPHHW,2410011665,Prepaid,5,$5.85 ,$29.25 ,0,$0.00 ,20-07-2023,B08FSJPHHW,5,$5.85 ,$29.25 ,,,,,,,,,,,,,
2D6W5SCY,38000247408,"Kellogg's Jumbo Snax Cinnabon Cereal Snacks, Bakery Inspired, Cinnamon Roll, 5.04oz Box (12 Bags)",B08XNXHT8G,,Prepaid,4,$4.55 ,$18.20 ,0,$0.00 ,20-07-2023,B08XNXHT8G,4,$4.55 ,$18.20 ,,,,,,,,,,,,,
2D6W5SCY,38000246791,"Pop-Tarts Baked Pastry Bites, Kids Snacks, School Lunch, Frosted Blueberry, 7oz Box (5 Bags)",B08XNZYW7S,,Prepaid,25,$3.24 ,$81.00 ,0,$0.00 ,20-07-2023,B08XNZYW7S,25,$3.24 ,$81.00 ,,,,,,,,,,,,,
2D6W5SCY,38000264191,"Kellogg's Frosted Flakes Cold Breakfast Cereal, 7 Vitamins and Minerals, Kids Snacks, Original with Vanilla Flavored Marshmallows, 10.6oz Box (1 Box)",B09GW663WB,,Prepaid,10,$4.45 ,$44.50 ,0,$0.00 ,20-07-2023,B09GW663WB,10,$4.45 ,$44.50 ,,,,,,,,,,,,,
2D6W5SCY,18627113508,"Kashi Breakfast Cereal, Vegan, Made with Whole Grains, Maple Waffle Bites, 9.5oz Box (1 Box)",B09KVFXT91,,Prepaid,16,$4.12 ,$65.92 ,0,$0.00 ,20-07-2023,B09KVFXT91,16,$4.12 ,$65.92 ,,,,,,,,,,,,,
2D6W5SCY,38000265952,"Rice Krispies Treats Marshmallow Snack Bars, Kids Snacks, Lunch Snacks, Rainbow, 5.6Oz Box (8 Bars)",B09LRFTJCV,,Prepaid,108,$2.61 ,$281.88 ,0,$0.00 ,20-07-2023,B09LRFTJCV,108,$2.61 ,$281.88 ,,,,,,,,,,,,,
2D6W5SCY,38000262494,"Kellogg's Corn Pops Cold Breakfast Cereal, 8 Vitamins and Minerals, Family Size, Original, 18.1oz Box (1 Box)",B09XTLKTHL,,Prepaid,84,$5.70 ,$478.80 ,0,$0.00 ,20-07-2023,B09XTLKTHL,84,$5.70 ,$478.80 ,,,,,,,,,,,,,
5JXMX7VW,38000178672,"Eggo Homestyle Frozen Waffles, Frozen Breakfast, Breakfast Food, Original, 12.3oz Box (10 Waffles)",B000Q5L7CY,claveria,Prepaid,960,$2.45 ,"$2,352.00 ",0,$0.00 ,7/9/2023,B000Q5L7CY,960,$2.45 ,"$2,352.00 ",,,,,,,,,,,,,
5JXMX7VW,38000162480,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Homestyle, 29.6oz Box (24 Waffles)​",B000SKI5AY,claveria,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,7/9/2023,B000SKI5AY,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
5JXMX7VW,38000766039,"Eggo Frozen French Toast Sticks, Frozen Breakfast, Breakfast Food, Cinnamon, 12.7oz Box (32 Sticks)",B000SKLRCW,claveria,Prepaid,"2,240",$2.45 ,"$5,488.00 ",0,$0.00 ,7/9/2023,B000SKLRCW,2240,$2.45 ,"$5,488.00 ",,,,,,,,,,,,,
5JXMX7VW,38000162497,"Eggo Frozen Waffles, Frozen Breakfast, Breakfast Food, Family Pack, Buttermilk, 29.6oz Box (24 Waffles)",B000SKNWC0,3800016249,Prepaid,400,$5.02 ,"$2,008.00 ",0,$0.00 ,7/9/2023,B000SKNWC0,400,$5.02 ,"$2,008.00 ",,,,,,,,,,,,,
